id,Annee,v1,v2,lat_v1,lng_v1,lat_v2,lng_v2,Dessertes,Pax_Total,Pax_reg,Pax_Non_rég,Fret_Total
213,2004,LILLE,STRASBOURG,50.56,3.09,48.54,7.63,1937,57606,28674,28932,0.6
343,2009,LILLE,STRASBOURG,50.56,3.09,48.54,7.63,1216,27935,27888,47,0.3
452,2014,LILLE,STRASBOURG,50.56,3.09,48.54,7.63,1078,30003,30003,0,0
628,2019,LILLE,STRASBOURG,50.56,3.09,48.54,7.63,837,10739,10383,356,0
67,1999,LILLE,TOULOUSE,50.56,3.09,43.63,1.37,1807,68337,68201,136,17
202,2004,LILLE,TOULOUSE,50.56,3.09,43.63,1.37,1624,76751,38224,38527,0.2
312,2009,LILLE,TOULOUSE,50.56,3.09,43.63,1.37,1717,91147,90910,237,0.6
410,2014,LILLE,TOULOUSE,50.56,3.09,43.63,1.37,2295,179891,179657,234,0
542,2019,LILLE,TOULOUSE,50.56,3.09,43.63,1.37,2546,234307,234081,226,1
98,1999,LIMOGES,LYON,45.86,1.18,45.73,5.08,1108,29582,29521,61,1
223,2004,LIMOGES,LYON,45.86,1.18,45.73,5.08,1545,38254,38138,116,1.9
341,2009,LIMOGES,LYON,45.86,1.18,45.73,5.08,1289,28898,26683,2215,0.3
467,2014,LIMOGES,LYON,45.86,1.18,45.73,5.08,1047,21035,13670,7365,0
614,2019,LIMOGES,LYON,45.86,1.18,45.73,5.08,968,19946,19944,2,0
129,1999,LORIENT,LYON,47.76,-3.44,45.73,5.08,1405,14852,14852,,0
225,2004,LORIENT,LYON,47.76,-3.44,45.73,5.08,1609,37948,37947,1,0.5
328,2009,LORIENT,LYON,47.76,-3.44,45.73,5.08,1632,54161,54123,38,0.3
471,2014,LORIENT,LYON,47.76,-3.44,45.73,5.08,1101,17281,17281,0,0
594,2019,LORIENT,LYON,47.76,-3.44,45.73,5.08,1016,36629,36523,106,0
478,2014,LYON,BALE-MULHOUSE,45.73,5.08,47.59,7.53,752,13098,13098,0,0
53,1999,LYON,LILLE,45.73,5.08,50.56,3.09,2564,149038,148841,197,178.5
68,1999,LYON,MARSEILLE,45.73,5.08,43.44,5.21,3531,65959,64961,998,1543.1
212,2004,LYON,MARSEILLE,45.73,5.08,43.44,5.21,2841,58325,58238,87,24.7
321,2009,LYON,MARSEILLE,45.73,5.08,43.44,5.21,2613,68991,68755,236,338.5
445,2014,LYON,MARSEILLE,45.73,5.08,43.44,5.21,2184,45932,45696,236,245
583,2019,LYON,MARSEILLE,45.73,5.08,43.44,5.21,1874,54054,53716,338,218
329,2009,LYON,METZ-NANCY,45.73,5.08,48.98,6.25,1529,53901,53900,1,0.3
99,1999,LYON,METZ-NANCY,45.73,5.08,48.98,6.25,1352,29017,28860,157,0
218,2004,LYON,METZ-NANCY,45.73,5.08,48.98,6.25,1667,50293,49958,335,0.4
438,2014,LYON,METZ-NANCY,45.73,5.08,48.98,6.25,1565,57651,57645,6,0
582,2019,LYON,METZ-NANCY,45.73,5.08,48.98,6.25,1461,56521,56486,35,0
334,2009,LYON,MONTPELLIER,45.73,5.08,43.58,3.96,1440,41703,41703,0,0.2
464,2014,LYON,MONTPELLIER,45.73,5.08,43.58,3.96,940,23247,23232,15,0
52,1999,LYON,NANTES,45.73,5.08,47.16,-1.61,2910,210574,210405,169,57
186,2004,LYON,NANTES,45.73,5.08,47.16,-1.61,3112,241479,241020,459,21.0
295,2009,LYON,NANTES,45.73,5.08,47.16,-1.61,3126,250972,250750,222,4.7
399,2014,LYON,NANTES,45.73,5.08,47.16,-1.61,4884,362802,362205,597,18
532,2019,LYON,NANTES,45.73,5.08,47.16,-1.61,5088,561037,560760,277,0
51,1999,LYON,NICE,45.73,5.08,43.67,7.21,7847,217528,217440,88,1181
188,2004,LYON,NICE,45.73,5.08,43.67,7.21,3107,158796,158644,152,981.1
298,2009,LYON,NICE,45.73,5.08,43.67,7.21,2434,151059,150973,86,1.3
406,2014,LYON,NICE,45.73,5.08,43.67,7.21,2126,208675,208049,626,6
545,2019,LYON,NICE,45.73,5.08,43.67,7.21,1937,209563,208951,612,0
71,1999,LYON,PAU,45.73,5.08,43.38,-0.42,2214,52474,52361,113,4
210,2004,LYON,PAU,45.73,5.08,43.38,-0.42,1700,61314,61246,68,0.2
322,2009,LYON,PAU,45.73,5.08,43.38,-0.42,1715,63649,63649,0,0.4
434,2014,LYON,PAU,45.73,5.08,43.38,-0.42,1678,66674,66671,3,0
573,2019,LYON,PAU,45.73,5.08,43.38,-0.42,1534,80026,79912,114,0
117,1999,LYON,POITIERS,45.73,5.08,46.59,0.31,977,18427,18424,3,0
362,2009,LYON,POITIERS,45.73,5.08,46.59,0.31,902,10882,10882,0,0.1
469,2014,LYON,POITIERS,45.73,5.08,46.59,0.31,974,17983,17932,51,0
609,2019,LYON,POITIERS,45.73,5.08,46.59,0.31,951,21229,21103,126,0
66,1999,LYON,RENNES,45.73,5.08,48.07,-1.73,1988,68575,68529,46,6
198,2004,LYON,RENNES,45.73,5.08,48.07,-1.73,2047,84851,84745,106,12.2
304,2009,LYON,RENNES,45.73,5.08,48.07,-1.73,1893,99750,99750,0,16.4
427,2014,LYON,RENNES,45.73,5.08,48.07,-1.73,1540,83057,82362,695,7
547,2019,LYON,RENNES,45.73,5.08,48.07,-1.73,2076,179236,178955,281,0
139,1999,LYON,ROUEN,45.73,5.08,49.39,1.18,1119,11985,11982,3,0
249,2004,LYON,ROUEN,45.73,5.08,49.39,1.18,1506,15499,15494,5,
353,2009,LYON,ROUEN,45.73,5.08,49.39,1.18,1202,16362,16362,0,0.2
631,2019,LYON,ROUEN,45.73,5.08,49.39,1.18,237,7196,7150,46,0
59,1999,LYON,STRASBOURG,45.73,5.08,48.54,7.63,2763,125534,125216,318,14
191,2004,LYON,STRASBOURG,45.73,5.08,48.54,7.63,2911,124307,123918,389,2.7
301,2009,LYON,STRASBOURG,45.73,5.08,48.54,7.63,2694,110704,110702,2,1.1
425,2014,LYON,STRASBOURG,45.73,5.08,48.54,7.63,1481,87994,87994,0,1
560,2019,LYON,STRASBOURG,45.73,5.08,48.54,7.63,1600,109825,109668,157,0
50,1999,LYON,TOULOUSE,45.73,5.08,43.63,1.37,5608,234263,233770,493,1865.3
187,2004,LYON,TOULOUSE,45.73,5.08,43.63,1.37,3839,234757,234654,103,1908.6
291,2009,LYON,TOULOUSE,45.73,5.08,43.63,1.37,5360,383122,382909,213,3492.6
400,2014,LYON,TOULOUSE,45.73,5.08,43.63,1.37,4432,344807,344662,145,3997
533,2019,LYON,TOULOUSE,45.73,5.08,43.63,1.37,4687,428425,428130,295,4076
497,2014,MARSEILLE,BALE-MULHOUSE,43.44,5.21,47.59,7.53,745,5630,5521,109,0
104,1999,MARSEILLE,METZ-NANCY,43.44,5.21,48.98,6.25,989,26429,26309,120,0
258,2004,MARSEILLE,METZ-NANCY,43.44,5.21,48.98,6.25,1235,10489,10336,153,1962.4
491,2014,MARSEILLE,METZ-NANCY,43.44,5.21,48.98,6.25,772,7251,7092,159,0
622,2019,MARSEILLE,METZ-NANCY,43.44,5.21,48.98,6.25,943,16175,16059,116,0
61,1999,MARSEILLE,NANTES,43.44,5.21,47.16,-1.61,2783,113681,113367,314,32
190,2004,MARSEILLE,NANTES,43.44,5.21,47.16,-1.61,2595,134932,132267,2665,1.5
294,2009,MARSEILLE,NANTES,43.44,5.21,47.16,-1.61,3232,261045,260818,227,1.2
401,2014,MARSEILLE,NANTES,43.44,5.21,47.16,-1.61,2716,316994,316669,325,0
535,2019,MARSEILLE,NANTES,43.44,5.21,47.16,-1.61,2875,362446,362208,238,2
128,1999,MARSEILLE,NICE,43.44,5.21,43.67,7.21,2068,15238,15189,49,2
492,2014,MARSEILLE,PAU,43.44,5.21,43.38,-0.42,775,7212,7188,24,22
639,2019,MARSEILLE,PAU,43.44,5.21,43.38,-0.42,732,5816,5809,7,0
134,1999,MARSEILLE,RENNES,43.44,5.21,48.07,-1.73,1562,13457,13186,271,1287.2
229,2004,MARSEILLE,RENNES,43.44,5.21,48.07,-1.73,1747,30433,30225,208,3066.9
333,2009,MARSEILLE,RENNES,43.44,5.21,48.07,-1.73,1413,43529,43247,282,678.1
432,2014,MARSEILLE,RENNES,43.44,5.21,48.07,-1.73,970,69050,68847,203,1639
575,2019,MARSEILLE,RENNES,43.44,5.21,48.07,-1.73,1100,77025,76814,211,74
76,1999,MARSEILLE,STRASBOURG,43.44,5.21,48.54,7.63,1863,44153,22343,21810,5
204,2004,MARSEILLE,STRASBOURG,43.44,5.21,48.54,7.63,2258,72798,72487,311,0.8
320,2009,MARSEILLE,STRASBOURG,43.44,5.21,48.54,7.63,1819,69620,69527,93,0.6
433,2014,MARSEILLE,STRASBOURG,43.44,5.21,48.54,7.63,1679,67923,67823,100,0
563,2019,MARSEILLE,STRASBOURG,43.44,5.21,48.54,7.63,1425,105969,105697,272,0
75,1999,MARSEILLE,TOULOUSE,43.44,5.21,43.63,1.37,1796,44671,44049,622,95
216,2004,MARSEILLE,TOULOUSE,43.44,5.21,43.63,1.37,2198,52572,52233,339,526.5
327,2009,MARSEILLE,TOULOUSE,43.44,5.21,43.63,1.37,2007,54435,54172,263,224.1
442,2014,MARSEILLE,TOULOUSE,43.44,5.21,43.63,1.37,1505,51304,51058,246,0
576,2019,MARSEILLE,TOULOUSE,43.44,5.21,43.63,1.37,1593,77000,76739,261,20
340,2009,MARSEILLE,TOURS,43.44,5.21,47.43,0.72,237,29519,29511,8,
463,2014,MARSEILLE,TOURS,43.44,5.21,47.43,0.72,166,23445,23423,22,0
596,2019,MARSEILLE,TOURS,43.44,5.21,47.43,0.72,202,32244,32223,21,0
140,1999,METZ-NANCY,NANTES,48.98,6.25,47.16,-1.61,1019,11851,11645,206,16
348,2009,METZ-NANCY,NICE,48.98,6.25,43.67,7.21,621,24898,24794,104,
109,1999,METZ-NANCY,NICE,48.98,6.25,43.67,7.21,484,21443,21200,243,0
244,2004,METZ-NANCY,NICE,48.98,6.25,43.67,7.21,837,18003,15242,2761,689.9
115,1999,METZ-NANCY,TOULOUSE,48.98,6.25,43.63,1.37,964,19345,19225,120,0
460,2014,METZ-NANCY,NICE,48.98,6.25,43.67,7.21,599,24993,24748,245,0
617,2019,METZ-NANCY,NICE,48.98,6.25,43.67,7.21,451,19051,18837,214,0
490,2014,METZ-NANCY,TOULOUSE,48.98,6.25,43.63,1.37,768,7281,7122,159,0
633,2019,METZ-NANCY,TOULOUSE,48.98,6.25,43.63,1.37,735,6916,6851,65,0
454,2014,MONTPELLIER,BALE-MULHOUSE,43.58,3.96,47.59,7.53,229,29597,29590,7,0
589,2019,MONTPELLIER,BALE-MULHOUSE,43.58,3.96,47.59,7.53,290,41686,41681,5,0
73,1999,MONTPELLIER,NANTES,43.58,3.96,47.16,-1.61,1835,48811,48652,159,6
230,2004,MONTPELLIER,NANTES,43.58,3.96,47.16,-1.61,1036,26535,26307,228,1.0
325,2009,MONTPELLIER,NANTES,43.58,3.96,47.16,-1.61,1767,59364,59328,36,
418,2014,MONTPELLIER,NANTES,43.58,3.96,47.16,-1.61,2106,120445,120292,153,0
548,2019,MONTPELLIER,NANTES,43.58,3.96,47.16,-1.61,1228,169162,168865,297,0
87,1999,MONTPELLIER,NICE,43.58,3.96,43.67,7.21,1453,34433,34321,112,61
246,2004,MONTPELLIER,RENNES,43.58,3.96,48.07,-1.73,616,17361,17249,112,
93,1999,MONTPELLIER,STRASBOURG,43.58,3.96,48.54,7.63,1306,32432,28347,4085,17
451,2014,MONTPELLIER,STRASBOURG,43.58,3.96,48.54,7.63,598,30565,30565,0,0
608,2019,MONTPELLIER,STRASBOURG,43.58,3.96,48.54,7.63,186,24606,24399,207,0
436,2014,NANTES,BALE-MULHOUSE,47.16,-1.61,47.59,7.53,437,61672,61612,60,2
571,2019,NANTES,BALE-MULHOUSE,47.16,-1.61,47.59,7.53,562,85873,85870,3,0
63,1999,NANTES,NICE,47.16,-1.61,43.67,7.21,2816,109324,109020,304,3
201,2004,NANTES,NICE,47.16,-1.61,43.67,7.21,1482,79338,78958,380,0.5
305,2009,NANTES,NICE,47.16,-1.61,43.67,7.21,1454,98484,97897,587,1.1
409,2014,NANTES,NICE,47.16,-1.61,43.67,7.21,1309,182885,181937,948,0
538,2019,NANTES,NICE,47.16,-1.61,43.67,7.21,1921,277577,277363,214,0
487,2014,NANTES,PERPIGNAN,47.16,-1.61,42.74,2.87,131,8336,8283,53,0
620,2019,NANTES,PERPIGNAN,47.16,-1.61,42.74,2.87,127,16797,16784,13,0
77,1999,NANTES,STRASBOURG,47.16,-1.61,48.54,7.63,1239,43906,43867,39,3
209,2004,NANTES,STRASBOURG,47.16,-1.61,48.54,7.63,1635,61742,61637,105,0.8
331,2009,NANTES,STRASBOURG,47.16,-1.61,48.54,7.63,1485,50390,50369,21,0.4
429,2014,NANTES,STRASBOURG,47.16,-1.61,48.54,7.63,1825,80908,80899,9,0
557,2019,NANTES,STRASBOURG,47.16,-1.61,48.54,7.63,1910,125163,124921,242,0
69,1999,NANTES,TOULOUSE,47.16,-1.61,43.63,1.37,1669,55788,54227,1561,737.8
197,2004,NANTES,TOULOUSE,47.16,-1.61,43.63,1.37,2106,86373,85727,646,787.0
308,2009,NANTES,TOULOUSE,47.16,-1.61,43.63,1.37,2771,92508,87072,5436,28.6
407,2014,NANTES,TOULOUSE,47.16,-1.61,43.63,1.37,3136,185218,184825,393,66
536,2019,NANTES,TOULOUSE,47.16,-1.61,43.63,1.37,3753,316058,311130,4928,0
412,2014,NICE,BALE-MULHOUSE,43.67,7.21,47.59,7.53,1170,153572,153380,192,0
546,2019,NICE,BALE-MULHOUSE,43.67,7.21,47.59,7.53,1335,186381,186270,111,0
500,2014,NICE,PARIS-LE-BOURGET,43.67,7.21,48.97,2.44,1775,5108,0,5108,0
94,1999,NICE,RENNES,43.67,7.21,48.07,-1.73,1262,31787,26833,4954,3
231,2004,NICE,RENNES,43.67,7.21,48.07,-1.73,721,26006,25640,366,0.3
337,2009,NICE,RENNES,43.67,7.21,48.07,-1.73,737,32072,31830,242,0.1
450,2014,NICE,RENNES,43.67,7.21,48.07,-1.73,728,31229,30684,545,0
572,2019,NICE,RENNES,43.67,7.21,48.07,-1.73,776,81144,80381,763,0
58,1999,NICE,STRASBOURG,43.67,7.21,48.54,7.63,3342,126621,123640,2981,4
199,2004,NICE,STRASBOURG,43.67,7.21,48.54,7.63,1414,84715,84534,181,1.2
314,2009,NICE,STRASBOURG,43.67,7.21,48.54,7.63,1349,84801,84618,183,0.2
422,2014,NICE,STRASBOURG,43.67,7.21,48.54,7.63,927,102385,102218,167,0
555,2019,NICE,STRASBOURG,43.67,7.21,48.54,7.63,1272,125555,125177,378,0
57,1999,NICE,TOULOUSE,43.67,7.21,43.63,1.37,4461,130332,130061,271,10
207,2004,NICE,TOULOUSE,43.67,7.21,43.63,1.37,1842,64567,64113,454,0.4
315,2009,NICE,TOULOUSE,43.67,7.21,43.63,1.37,1899,79330,78933,397,0.2
414,2014,NICE,TOULOUSE,43.67,7.21,43.63,1.37,2214,139599,139206,393,5
550,2019,NICE,TOULOUSE,43.67,7.21,43.63,1.37,1246,161873,161320,553,0
286,2009,PARIS,AGEN,48.72,2.38,44.17,0.59,1252,27395,26418,977,
390,2014,PARIS,AGEN,48.72,2.38,44.17,0.59,1374,39463,39457,6,0
528,2019,PARIS,AGEN,48.72,2.38,44.17,0.59,901,13920,13878,42,0
39,1999,PARIS,AGEN,48.72,2.38,44.17,0.59,1643,24250,24131,119,0
14,1999,PARIS,AJACCIO,48.72,2.38,41.92,8.80,3076,430851,357956,72895,467
159,2004,PARIS,AJACCIO,48.72,2.38,41.92,8.80,3523,431909,409197,22712,553.8
265,2009,PARIS,AJACCIO,48.72,2.38,41.92,8.80,3922,522098,509720,12378,519.9
371,2014,PARIS,AJACCIO,48.72,2.38,41.92,8.80,4358,564061,552667,11394,291
509,2019,PARIS,AJACCIO,48.72,2.38,41.92,8.80,4047,556737,553462,3275,234
30,1999,PARIS,ANNECY,48.72,2.38,45.93,6.11,1769,76158,76092,66,3
176,2004,PARIS,ANNECY,48.72,2.38,45.93,6.11,1492,46372,46372,0,0.2
283,2009,PARIS,ANNECY,48.72,2.38,45.93,6.11,1742,48485,48330,155,
42,1999,PARIS,AURILLAC,48.72,2.38,44.90,2.42,1100,17121,16822,299,0
181,2004,PARIS,AURILLAC,48.72,2.38,44.90,2.42,1009,14620,14425,195,0.1
288,2009,PARIS,AURILLAC,48.72,2.38,44.90,2.42,990,20346,20250,96,
392,2014,PARIS,AURILLAC,48.72,2.38,44.90,2.42,982,26953,26953,0,0
526,2019,PARIS,AURILLAC,48.72,2.38,44.90,2.42,1287,38187,38187,0,0
23,1999,PARIS,AVIGNON,48.72,2.38,43.91,4.90,1907,127760,127733,27,7
170,2004,PARIS,AVIGNON,48.72,2.38,43.91,4.90,2296,74048,73884,164,3.1
271,2009,PARIS,BALE-MULHOUSE,48.72,2.38,47.59,7.53,9689,375161,375119,42,7714.2
8,1999,PARIS,BALE-MULHOUSE,48.72,2.38,47.59,7.53,11178,677834,676448,1386,5138.1
154,2004,PARIS,BALE-MULHOUSE,48.72,2.38,47.59,7.53,10463,559573,558989,584,7880.4
378,2014,PARIS,BALE-MULHOUSE,48.72,2.38,47.59,7.53,7803,279674,279651,23,10961
517,2019,PARIS,BALE-MULHOUSE,48.72,2.38,47.59,7.53,4432,225675,225675,0,11719
17,1999,PARIS,BASTIA,48.72,2.38,42.55,9.48,2543,286558,260331,26227,308.3
160,2004,PARIS,BASTIA,48.72,2.38,42.55,9.48,3644,318898,315850,3048,446.7
269,2009,PARIS,BASTIA,48.72,2.38,42.55,9.48,3627,447219,443662,3557,491.6
375,2014,PARIS,BASTIA,48.72,2.38,42.55,9.48,3509,453669,448989,4680,250
511,2019,PARIS,BASTIA,48.72,2.38,42.55,9.48,3717,494353,493765,588,229
41,1999,PARIS,BERGERAC,48.72,2.38,44.82,0.52,1492,17871,17797,74,0
182,2004,PARIS,BERGERAC,48.72,2.38,44.82,0.52,1541,11817,11624,193,
28,1999,PARIS,BEZIERS,48.72,2.38,43.32,3.35,2081,79216,79216,,18
177,2004,PARIS,BEZIERS,48.72,2.38,43.32,3.35,1501,34223,34210,13,0.4
10,1999,PARIS,BIARRITZ,48.72,2.38,43.47,-1.53,5622,633851,631430,2421,580.7
156,2004,PARIS,BIARRITZ,48.72,2.38,43.47,-1.53,4867,537673,536883,790,183.1
264,2009,PARIS,BIARRITZ,48.72,2.38,43.47,-1.53,5331,638615,638280,335,0.6
369,2014,PARIS,BIARRITZ,48.72,2.38,43.47,-1.53,5379,684578,683674,904,0
507,2019,PARIS,BIARRITZ,48.72,2.38,43.47,-1.53,5622,631360,631036,324,4
4,1999,PARIS,BORDEAUX,48.72,2.38,44.83,-0.80,15535,1603041,1600476,2565,2010
150,2004,PARIS,BORDEAUX,48.72,2.38,44.83,-0.80,13131,1414941,1414541,400,890.8
262,2009,PARIS,BORDEAUX,48.72,2.38,44.83,-0.80,12922,1422807,1421599,1208,777.4
366,2014,PARIS,BORDEAUX,48.72,2.38,44.83,-0.80,11079,1539478,1538353,1125,905
504,2019,PARIS,BORDEAUX,48.72,2.38,44.83,-0.80,10611,1218505,1218251,254,6746
12,1999,PARIS,BREST,48.72,2.38,48.45,-4.42,6822,512803,512216,587,380.1
158,2004,PARIS,BREST,48.72,2.38,48.45,-4.42,5868,444614,444282,332,127.1
268,2009,PARIS,BREST,48.72,2.38,48.45,-4.42,5545,460083,459824,259,78.0
373,2014,PARIS,BREST,48.72,2.38,48.45,-4.42,6633,527898,527673,225,88
508,2019,PARIS,BREST,48.72,2.38,48.45,-4.42,5738,560930,560350,580,381
34,1999,PARIS,BRIVE,48.72,2.38,45.04,1.48,1340,41155,41128,27,1
178,2004,PARIS,BRIVE,48.72,2.38,45.04,1.48,1007,21912,21873,39,0.2
289,2009,PARIS,BRIVE,48.72,2.38,45.04,1.48,946,20236,20069,167,0.1
388,2014,PARIS,BRIVE,48.72,2.38,45.04,1.48,1451,42144,42106,38,0
523,2019,PARIS,BRIVE,48.72,2.38,45.04,1.48,1509,49366,48916,450,0
24,1999,PARIS,CALVI,48.72,2.38,42.52,8.79,951,117810,86121,31689,62
168,2004,PARIS,CALVI,48.72,2.38,42.52,8.79,1004,103190,94011,9179,23.1
277,2009,PARIS,CALVI,48.72,2.38,42.52,8.79,1169,140920,133055,7865,12.0
381,2014,PARIS,CALVI,48.72,2.38,42.52,8.79,1244,158997,148364,10633,6
518,2019,PARIS,CALVI,48.72,2.38,42.52,8.79,1347,155688,155687,1,0
36,1999,PARIS,CARCASSONNE,48.72,2.38,43.22,2.31,1772,30217,30180,37,1
180,2004,PARIS,CASTRES-MAZAMET,48.72,2.38,43.55,2.29,890,15670,15660,10,
287,2009,PARIS,CASTRES-MAZAMET,48.72,2.38,43.55,2.29,1215,26341,24727,1614,0.2
389,2014,PARIS,CASTRES-MAZAMET,48.72,2.38,43.55,2.29,1376,40568,40093,475,0
525,2019,PARIS,CASTRES-MAZAMET,48.72,2.38,43.55,2.29,1411,45754,43644,2110,0
40,1999,PARIS,CASTRES-MAZAMET,48.72,2.38,43.55,2.29,1134,18926,18926,,0
38,1999,PARIS,CHAMBERY,48.72,2.38,45.64,5.88,1514,25691,25255,436,3
396,2014,PARIS,CHAMBERY,48.72,2.38,45.64,5.88,63,5282,4902,380,0
43,1999,PARIS,CHERBOURG,48.72,2.38,49.65,-1.50,953,11973,11847,126,1
16,1999,PARIS,CLERMONT-FERRAND,48.72,2.38,45.79,3.16,4250,304961,304808,153,230.8
163,2004,PARIS,CLERMONT-FERRAND,48.72,2.38,45.79,3.16,5118,265518,265464,54,93.9
275,2009,PARIS,CLERMONT-FERRAND,48.72,2.38,45.79,3.16,5643,241070,240751,319,40.1
377,2014,PARIS,CLERMONT-FERRAND,48.72,2.38,45.79,3.16,5352,299480,299283,197,110
514,2019,PARIS,CLERMONT-FERRAND,48.72,2.38,45.79,3.16,4792,280684,280644,40,11
44,1999,PARIS,EPINAL,48.72,2.38,48.33,6.07,1026,10428,10108,320,0
22,1999,PARIS,FIGARI,48.72,2.38,41.50,9.10,1308,131962,111868,20094,21
166,2004,PARIS,FIGARI,48.72,2.38,41.50,9.10,1046,116910,108071,8839,
276,2009,PARIS,FIGARI,48.72,2.38,41.50,9.10,1495,189410,173495,15915,0.4
380,2014,PARIS,FIGARI,48.72,2.38,41.50,9.10,1678,200089,200064,25,0
516,2019,PARIS,FIGARI,48.72,2.38,41.50,9.10,1665,236945,236937,8,0
19,1999,PARIS,GRENOBLE,48.72,2.38,45.36,5.33,2698,199861,199722,139,66
173,2004,PARIS,GRENOBLE,48.72,2.38,45.36,5.33,1887,56382,56374,8,9.1
35,1999,PARIS,LA-ROCHELLE,48.72,2.38,46.18,-1.20,1755,39990,39614,376,1
394,2014,PARIS,LA-ROCHELLE,48.72,2.38,46.18,-1.20,720,8483,8483,0,0
527,2019,PARIS,LA-ROCHELLE,48.72,2.38,46.18,-1.20,511,20823,20813,10,0
33,1999,PARIS,LANNION,48.72,2.38,48.76,3.47,1239,58086,58086,,19
175,2004,PARIS,LANNION,48.72,2.38,48.76,3.47,1481,50604,50604,0,
285,2009,PARIS,LANNION,48.72,2.38,48.76,3.47,1321,33980,33887,93,
391,2014,PARIS,LANNION,48.72,2.38,48.76,3.47,1046,31224,31088,136,0
395,2014,PARIS,LE-PUY-EN-VELAY,48.72,2.38,45.08,3.76,859,7538,7538,0,0
530,2019,PARIS,LE-PUY-EN-VELAY,48.72,2.38,45.08,3.76,846,5396,5396,0,0
29,1999,PARIS,LIMOGES,48.72,2.38,45.86,1.18,3091,77609,77259,350,38
172,2004,PARIS,LIMOGES,48.72,2.38,45.86,1.18,2278,65088,65021,67,14.6
284,2009,PARIS,LIMOGES,48.72,2.38,45.86,1.18,2093,34446,34404,42,1.2
393,2014,PARIS,LIMOGES,48.72,2.38,45.86,1.18,1143,10255,10202,53,0
529,2019,PARIS,LIMOGES,48.72,2.38,45.86,1.18,799,10776,5210,5566,4
20,1999,PARIS,LORIENT,48.72,2.38,47.76,-3.44,2675,194985,194540,445,91
164,2004,PARIS,LORIENT,48.72,2.38,47.76,-3.44,2486,150561,150504,57,15.0
278,2009,PARIS,LORIENT,48.72,2.38,47.76,-3.44,2372,120436,120331,105,0.5
384,2014,PARIS,LORIENT,48.72,2.38,47.76,-3.44,2028,102005,102005,0,0
521,2019,PARIS,LORIENT,48.72,2.38,47.76,-3.44,1425,58431,58431,0,4
7,1999,PARIS,LYON,48.72,2.38,45.73,5.08,9627,760626,757917,2709,4305.3
153,2004,PARIS,LYON,48.72,2.38,45.73,5.08,9632,637348,637130,218,768.5
267,2009,PARIS,LYON,48.72,2.38,45.73,5.08,7408,498627,498317,310,1513.4
370,2014,PARIS,LYON,48.72,2.38,45.73,5.08,7095,613395,613004,391,2270
506,2019,PARIS,LYON,48.72,2.38,45.73,5.08,6451,696318,695829,489,9781
3,1999,PARIS,MARSEILLE,48.72,2.38,43.44,5.21,29974,2928110,2926642,1468,9088.3
149,2004,PARIS,MARSEILLE,48.72,2.38,43.44,5.21,21502,2048621,2044415,4206,4973.9
261,2009,PARIS,MARSEILLE,48.72,2.38,43.44,5.21,17758,1638329,1637851,478,1133.4
367,2014,PARIS,MARSEILLE,48.72,2.38,43.44,5.21,14153,1502196,1501840,356,12899
503,2019,PARIS,MARSEILLE,48.72,2.38,43.44,5.21,13816,1558924,1558665,259,29183
26,1999,PARIS,METZ-NANCY,48.72,2.38,48.98,6.25,2438,88607,88314,293,60
171,2004,PARIS,METZ-NANCY,48.72,2.38,48.98,6.25,2327,68984,68972,12,486.2
5,1999,PARIS,MONTPELLIER,48.72,2.38,43.58,3.96,12603,1290306,1289770,536,1852.9
152,2004,PARIS,MONTPELLIER,48.72,2.38,43.58,3.96,9362,978778,977458,1320,534.2
263,2009,PARIS,MONTPELLIER,48.72,2.38,43.58,3.96,8400,827427,827399,28,468.6
368,2014,PARIS,MONTPELLIER,48.72,2.38,43.58,3.96,7422,807482,807159,323,945
505,2019,PARIS,MONTPELLIER,48.72,2.38,43.58,3.96,9131,989450,989198,252,9934
15,1999,PARIS,NANTES,48.72,2.38,47.16,-1.61,6912,342128,337257,4871,201.7
161,2004,PARIS,NANTES,48.72,2.38,47.16,-1.61,3480,280735,280412,323,234.7
273,2009,PARIS,NANTES,48.72,2.38,47.16,-1.61,3404,292004,291774,230,129.8
374,2014,PARIS,NANTES,48.72,2.38,47.16,-1.61,5238,459097,458451,646,50
510,2019,PARIS,NANTES,48.72,2.38,47.16,-1.61,5361,550910,550782,128,199
1,1999,PARIS,NICE,48.72,2.38,43.67,7.21,29811,3256326,3255365,961,3945.5
147,2004,PARIS,NICE,48.72,2.38,43.67,7.21,24849,3077845,3076068,1777,1158.1
259,2009,PARIS,NICE,48.72,2.38,43.67,7.21,23042,2970026,2969045,981,1162.7
365,2014,PARIS,NICE,48.72,2.38,43.67,7.21,20924,2865602,2862863,2739,1799
502,2019,PARIS,NICE,48.72,2.38,43.67,7.21,21403,3178806,3174500,4306,1314
18,1999,PARIS,NIMES,48.72,2.38,43.76,4.42,2959,278258,277436,822,294.8
11,1999,PARIS,PAU,48.72,2.38,43.38,-0.42,5160,518631,518061,570,463.8
155,2004,PARIS,PAU,48.72,2.38,43.38,-0.42,6512,555604,554706,898,264.1
266,2009,PARIS,PAU,48.72,2.38,43.38,-0.42,6549,508407,508346,61,279.5
372,2014,PARIS,PAU,48.72,2.38,43.38,-0.42,5842,539460,539438,22,48
512,2019,PARIS,PAU,48.72,2.38,43.38,-0.42,5660,478837,478814,23,4
